        Time        Position      Delta_Conc
       hours              cm         mol/cm3
     0.43333     8.50000E-02    -8.43059E-04
     0.43333     9.50000E-02    -8.39162E-04
     0.43333     1.05000E-01    -8.34873E-04
     0.43333     1.15000E-01    -8.30207E-04
     0.43333     1.25000E-01    -8.25175E-04
     0.43333     1.35000E-01    -8.19791E-04
     0.43333     1.45000E-01    -8.14070E-04
     0.43333     1.55000E-01    -8.08027E-04
     0.43333     1.65000E-01    -8.01676E-04
     0.43333     1.75000E-01    -7.95033E-04
     0.43333     1.85000E-01    -7.88115E-04
     0.43333     1.95000E-01    -7.80935E-04
     0.43333     2.05000E-01    -7.73510E-04
     0.43333     2.15000E-01    -7.65854E-04
     0.43333     2.25000E-01    -7.57984E-04
     0.43333     2.35000E-01    -7.49912E-04
     0.43333     2.45000E-01    -7.41655E-04
     0.43333     2.55000E-01    -7.33225E-04
     0.43333     2.65000E-01    -7.24636E-04
     0.43333     2.75000E-01    -7.15901E-04
     0.43333     2.85000E-01    -7.07031E-04
     0.43333     2.95000E-01    -6.98039E-04
     0.43333     3.05000E-01    -6.88934E-04
     0.43333     3.15000E-01    -6.79729E-04
     0.43333     3.25000E-01    -6.70431E-04
     0.43333     3.35000E-01    -6.61051E-04
     0.43333     3.45000E-01    -6.51597E-04
     0.43333     3.55000E-01    -6.42075E-04
     0.43333     3.65000E-01    -6.32495E-04
     0.43333     3.75000E-01    -6.22862E-04
     0.43333     3.85000E-01    -6.13182E-04
     0.43333     3.95000E-01    -6.03461E-04
     0.43333     4.05000E-01    -5.93704E-04
     0.43333     4.15000E-01    -5.83917E-04
     0.43333     4.25000E-01    -5.74102E-04
     0.43333     4.35000E-01    -5.64265E-04
     0.43333     4.45000E-01    -5.54409E-04
     0.43333     4.55000E-01    -5.44537E-04
     0.43333     4.65000E-01    -5.34652E-04
     0.43333     4.75000E-01    -5.24758E-04
     0.43333     4.85000E-01    -5.14858E-04
     0.43333     4.95000E-01    -5.04953E-04
     0.43333     5.05000E-01    -4.95047E-04
     0.43333     5.15000E-01    -4.85142E-04
     0.43333     5.25000E-01    -4.75242E-04
     0.43333     5.35000E-01    -4.65348E-04
     0.43333     5.45000E-01    -4.55463E-04
     0.43333     5.55000E-01    -4.45591E-04
     0.43333     5.65000E-01    -4.35735E-04
     0.43333     5.75000E-01    -4.25898E-04
     0.43333     5.85000E-01    -4.16083E-04
     0.43333     5.95000E-01    -4.06296E-04
     0.43333     6.05000E-01    -3.96539E-04
     0.43333     6.15000E-01    -3.86818E-04
     0.43333     6.25000E-01    -3.77138E-04
     0.43333     6.35000E-01    -3.67505E-04
     0.43333     6.45000E-01    -3.57925E-04
     0.43333     6.55000E-01    -3.48403E-04
     0.43333     6.65000E-01    -3.38949E-04
     0.43333     6.75000E-01    -3.29569E-04
     0.43333     6.85000E-01    -3.20271E-04
     0.43333     6.95000E-01    -3.11066E-04
     0.43333     7.05000E-01    -3.01961E-04
     0.43333     7.15000E-01    -2.92969E-04
     0.43333     7.25000E-01    -2.84099E-04
     0.43333     7.35000E-01    -2.75364E-04
     0.43333     7.45000E-01    -2.66775E-04
     0.43333     7.55000E-01    -2.58345E-04
     0.43333     7.65000E-01    -2.50088E-04
     0.43333     7.75000E-01    -2.42016E-04
     0.43333     7.85000E-01    -2.34146E-04
     0.43333     7.95000E-01    -2.26490E-04
     0.43333     8.05000E-01    -2.19065E-04
     0.43333     8.15000E-01    -2.11885E-04
     0.43333     8.25000E-01    -2.04967E-04
     0.43333     8.35000E-01    -1.98324E-04
     0.43333     8.45000E-01    -1.91973E-04
     0.43333     8.55000E-01    -1.85930E-04
     0.43333     8.65000E-01    -1.80209E-04
     0.43333     8.75000E-01    -1.74825E-04
     0.43333     8.85000E-01    -1.69793E-04
     0.43333     8.95000E-01    -1.65127E-04
     0.43333     9.05000E-01    -1.60838E-04
     0.43333     9.15000E-01    -1.56941E-04
     0.43333     9.25000E-01    -1.53446E-04
     0.43333     9.35000E-01    -1.50364E-04
     0.43333     9.45000E-01    -1.47704E-04
     0.43333     9.55000E-01    -1.45474E-04
     0.43333     9.65000E-01    -1.43682E-04
     0.43333     9.75000E-01    -1.42333E-04
     0.43333     9.85000E-01    -1.41431E-04
     0.43333     9.95000E-01    -1.40980E-04
     0.43333     1.00000E+00    -1.40980E-04
     0.45000     0.00000E+00    -8.56336E-04
     0.45000     5.00000E-03    -8.56336E-04
     0.45000     1.50000E-02    -8.55893E-04
     0.45000     2.50000E-02    -8.55008E-04
     0.45000     3.50000E-02    -8.53684E-04
     0.45000     4.50000E-02    -8.51925E-04
     0.45000     5.50000E-02    -8.49736E-04
     0.45000     6.50000E-02    -8.47124E-04
     0.45000     7.50000E-02    -8.44097E-04
     0.45000     8.50000E-02    -8.40663E-04
     0.45000     9.50000E-02    -8.36832E-04
     0.45000     1.05000E-01    -8.32616E-04
     0.45000     1.15000E-01    -8.28027E-04
     0.45000     1.25000E-01    -8.23075E-04
     0.45000     1.35000E-01    -8.17776E-04
     0.45000     1.45000E-01    -8.12142E-04
     0.45000     1.55000E-01    -8.06187E-04
     0.45000     1.65000E-01    -7.99927E-04
     0.45000     1.75000E-01    -7.93376E-04
     0.45000     1.85000E-01    -7.86548E-04
     0.45000     1.95000E-01    -7.79459E-04
     0.45000     2.05000E-01    -7.72124E-04
     0.45000     2.15000E-01    -7.64557E-04
     0.45000     2.25000E-01    -7.56773E-04
     0.45000     2.35000E-01    -7.48787E-04
     0.45000     2.45000E-01    -7.40611E-04
     0.45000     2.55000E-01    -7.32260E-04
     0.45000     2.65000E-01    -7.23747E-04
     0.45000     2.75000E-01    -7.15084E-04
     0.45000     2.85000E-01    -7.06284E-04
     0.45000     2.95000E-01    -6.97357E-04
     0.45000     3.05000E-01    -6.88314E-04
     0.45000     3.15000E-01    -6.79167E-04
     0.45000     3.25000E-01    -6.69923E-04
     0.45000     3.35000E-01    -6.60594E-04
     0.45000     3.45000E-01    -6.51186E-04
     0.45000     3.55000E-01    -6.41709E-04
     0.45000     3.65000E-01    -6.32169E-04
     0.45000     3.75000E-01    -6.22573E-04
     0.45000     3.85000E-01    -6.12927E-04
     0.45000     3.95000E-01    -6.03238E-04
     0.45000     4.05000E-01    -5.93511E-04
     0.45000     4.15000E-01    -5.83750E-04
     0.45000     4.25000E-01    -5.73960E-04
     0.45000     4.35000E-01    -5.64146E-04
     0.45000     4.45000E-01    -5.54310E-04
     0.45000     4.55000E-01    -5.44458E-04
     0.45000     4.65000E-01    -5.34592E-04
     0.45000     4.75000E-01    -5.24716E-04
     0.45000     4.85000E-01    -5.14833E-04
     0.45000     4.95000E-01    -5.04945E-04
     0.45000     5.05000E-01    -4.95055E-04
     0.45000     5.15000E-01    -4.85167E-04
     0.45000     5.25000E-01    -4.75284E-04
     0.45000     5.35000E-01    -4.65408E-04
     0.45000     5.45000E-01    -4.55542E-04
     0.45000     5.55000E-01    -4.45690E-04
     0.45000     5.65000E-01    -4.35854E-04
     0.45000     5.75000E-01    -4.26040E-04
     0.45000     5.85000E-01    -4.16250E-04
     0.45000     5.95000E-01    -4.06489E-04
     0.45000     6.05000E-01    -3.96762E-04
     0.45000     6.15000E-01    -3.87073E-04
     0.45000     6.25000E-01    -3.77427E-04
     0.45000     6.35000E-01    -3.67831E-04
     0.45000     6.45000E-01    -3.58291E-04
     0.45000     6.55000E-01    -3.48814E-04
     0.45000     6.65000E-01    -3.39406E-04
     0.45000     6.75000E-01    -3.30077E-04
     0.45000     6.85000E-01    -3.20833E-04
     0.45000     6.95000E-01    -3.11686E-04
     0.45000     7.05000E-01    -3.02643E-04
     0.45000     7.15000E-01    -2.93716E-04
     0.45000     7.25000E-01    -2.84916E-04
     0.45000     7.35000E-01    -2.76253E-04
     0.45000     7.45000E-01    -2.67740E-04
     0.45000     7.55000E-01    -2.59389E-04
     0.45000     7.65000E-01    -2.51213E-04
     0.45000     7.75000E-01    -2.43227E-04
     0.45000     7.85000E-01    -2.35443E-04
     0.45000     7.95000E-01    -2.27876E-04
     0.45000     8.05000E-01    -2.20541E-04
     0.45000     8.15000E-01    -2.13452E-04
     0.45000     8.25000E-01    -2.06624E-04
     0.45000     8.35000E-01    -2.00073E-04
     0.45000     8.45000E-01    -1.93813E-04
     0.45000     8.55000E-01    -1.87858E-04
     0.45000     8.65000E-01    -1.82224E-04
     0.45000     8.75000E-01    -1.76925E-04
     0.45000     8.85000E-01    -1.71973E-04
     0.45000     8.95000E-01    -1.67384E-04
     0.45000     9.05000E-01    -1.63168E-04
     0.45000     9.15000E-01    -1.59337E-04
     0.45000     9.25000E-01    -1.55903E-04
     0.45000     9.35000E-01    -1.52876E-04
     0.45000     9.45000E-01    -1.50264E-04
     0.45000     9.55000E-01    -1.48075E-04
     0.45000     9.65000E-01    -1.46316E-04
     0.45000     9.75000E-01    -1.44992E-04
     0.45000     9.85000E-01    -1.44107E-04
     0.45000     9.95000E-01    -1.43664E-04
     0.45000     1.00000E+00    -1.43664E-04
     0.46667     0.00000E+00    -8.53702E-04
     0.46667     5.00000E-03    -8.53702E-04
     0.46667     1.50000E-02    -8.53267E-04
     0.46667     2.50000E-02    -8.52397E-04
     0.46667     3.50000E-02    -8.51097E-04
     0.46667     4.50000E-02    -8.49369E-04
     0.46667     5.50000E-02    -8.47219E-04
     0.46667     6.50000E-02    -8.44652E-04
     0.46667     7.50000E-02    -8.41677E-04
     0.46667     8.50000E-02    -8.38301E-04
     0.46667     9.50000E-02    -8.34534E-04
     0.46667     1.05000E-01    -8.30387E-04
     0.46667     1.15000E-01    -8.25870E-04
     0.46667     1.25000E-01    -8.20996E-04
     0.46667     1.35000E-01    -8.15777E-04
     0.46667     1.45000E-01    -8.10226E-04
     0.46667     1.55000E-01    -8.04357E-04
     0.46667     1.65000E-01    -7.98183E-04
     0.46667     1.75000E-01    -7.91719E-04
     0.46667     1.85000E-01    -7.84980E-04
     0.46667     1.95000E-01    -7.77979E-04
     0.46667     2.05000E-01    -7.70731E-04
     0.46667     2.15000E-01    -7.63250E-04
     0.46667     2.25000E-01    -7.55551E-04
     0.46667     2.35000E-01    -7.47646E-04
     0.46667     2.45000E-01    -7.39551E-04
     0.46667     2.55000E-01    -7.31278E-04
     0.46667     2.65000E-01    -7.22839E-04
     0.46667     2.75000E-01    -7.14248E-04
     0.46667     2.85000E-01    -7.05515E-04
     0.46667     2.95000E-01    -6.96653E-04
     0.46667     3.05000E-01    -6.87672E-04
     0.46667     3.15000E-01    -6.78583E-04
     0.46667     3.25000E-01    -6.69394E-04
     0.46667     3.35000E-01    -6.60116E-04
     0.46667     3.45000E-01    -6.50756E-04
     0.46667     3.55000E-01    -6.41323E-04
     0.46667     3.65000E-01    -6.31825E-04
     0.46667     3.75000E-01    -6.22267E-04
     0.46667     3.85000E-01    -6.12657E-04
     0.46667     3.95000E-01    -6.03001E-04
     0.46667     4.05000E-01    -5.93303E-04
     0.46667     4.15000E-01    -5.83570E-04
     0.46667     4.25000E-01    -5.73807E-04
     0.46667     4.35000E-01    -5.64016E-04
     0.46667     4.45000E-01    -5.54204E-04
     0.46667     4.55000E-01    -5.44373E-04
     0.46667     4.65000E-01    -5.34527E-04
     0.46667     4.75000E-01    -5.24670E-04
     0.46667     4.85000E-01    -5.14805E-04
     0.46667     4.95000E-01    -5.04936E-04
     0.46667     5.05000E-01    -4.95064E-04
     0.46667     5.15000E-01    -4.85195E-04
     0.46667     5.25000E-01    -4.75330E-04
     0.46667     5.35000E-01    -4.65473E-04
     0.46667     5.45000E-01    -4.55627E-04
     0.46667     5.55000E-01    -4.45796E-04
     0.46667     5.65000E-01    -4.35984E-04
     0.46667     5.75000E-01    -4.26193E-04
     0.46667     5.85000E-01    -4.16430E-04
     0.46667     5.95000E-01    -4.06697E-04
     0.46667     6.05000E-01    -3.96999E-04
     0.46667     6.15000E-01    -3.87343E-04
     0.46667     6.25000E-01    -3.77733E-04
     0.46667     6.35000E-01    -3.68175E-04
     0.46667     6.45000E-01    -3.58677E-04
     0.46667     6.55000E-01    -3.49244E-04
     0.46667     6.65000E-01    -3.39884E-04
     0.46667     6.75000E-01    -3.30606E-04
     0.46667     6.85000E-01    -3.21417E-04
     0.46667     6.95000E-01    -3.12328E-04
     0.46667     7.05000E-01    -3.03347E-04
     0.46667     7.15000E-01    -2.94485E-04
     0.46667     7.25000E-01    -2.85752E-04
     0.46667     7.35000E-01    -2.77161E-04
     0.46667     7.45000E-01    -2.68722E-04
     0.46667     7.55000E-01    -2.60449E-04
     0.46667     7.65000E-01    -2.52354E-04
     0.46667     7.75000E-01    -2.44449E-04
     0.46667     7.85000E-01    -2.36750E-04
     0.46667     7.95000E-01    -2.29269E-04
     0.46667     8.05000E-01    -2.22021E-04
     0.46667     8.15000E-01    -2.15020E-04
     0.46667     8.25000E-01    -2.08281E-04
     0.46667     8.35000E-01    -2.01817E-04
     0.46667     8.45000E-01    -1.95643E-04
     0.46667     8.55000E-01    -1.89774E-04
     0.46667     8.65000E-01    -1.84223E-04
     0.46667     8.75000E-01    -1.79004E-04
     0.46667     8.85000E-01    -1.74130E-04
     0.46667     8.95000E-01    -1.69613E-04
     0.46667     9.05000E-01    -1.65466E-04
     0.46667     9.15000E-01    -1.61699E-04
     0.46667     9.25000E-01    -1.58323E-04
     0.46667     9.35000E-01    -1.55348E-04
     0.46667     9.45000E-01    -1.52781E-04
     0.46667     9.55000E-01    -1.50631E-04
     0.46667     9.65000E-01    -1.48903E-04
     0.46667     9.75000E-01    -1.47603E-04
     0.46667     9.85000E-01    -1.46733E-04
     0.46667     9.95000E-01    -1.46298E-04
     0.46667     1.00000E+00    -1.46298E-04
     0.48333     0.00000E+00    -8.51114E-04
     0.48333     5.00000E-03    -8.51114E-04
     0.48333     1.50000E-02    -8.50686E-04
     0.48333     2.50000E-02    -8.49832E-04
     0.48333     3.50000E-02    -8.48554E-04
     0.48333     4.50000E-02    -8.46856E-04
     0.48333     5.50000E-02    -8.44742E-04
     0.48333     6.50000E-02    -8.42218E-04
     0.48333     7.50000E-02    -8.39292E-04
     0.48333     8.50000E-02    -8.35972E-04
     0.48333     9.50000E-02    -8.32266E-04
     0.48333     1.05000E-01    -8.28184E-04
     0.48333     1.15000E-01    -8.23737E-04
     0.48333     1.25000E-01    -8.18936E-04
     0.48333     1.35000E-01    -8.13794E-04
     0.48333     1.45000E-01    -8.08323E-04
     0.48333     1.55000E-01    -8.02535E-04
     0.48333     1.65000E-01    -7.96445E-04
     0.48333     1.75000E-01    -7.90066E-04
     0.48333     1.85000E-01    -7.83411E-04
     0.48333     1.95000E-01    -7.76495E-04
     0.48333     2.05000E-01    -7.69331E-04
     0.48333     2.15000E-01    -7.61934E-04
     0.48333     2.25000E-01    -7.54317E-04
     0.48333     2.35000E-01    -7.46493E-04
     0.48333     2.45000E-01    -7.38476E-04
     0.48333     2.55000E-01    -7.30278E-04
     0.48333     2.65000E-01    -7.21913E-04
     0.48333     2.75000E-01    -7.13393E-04
     0.48333     2.85000E-01    -7.04728E-04
     0.48333     2.95000E-01    -6.95930E-04
     0.48333     3.05000E-01    -6.87011E-04
     0.48333     3.15000E-01    -6.77979E-04
     0.48333     3.25000E-01    -6.68845E-04
     0.48333     3.35000E-01    -6.59618E-04
     0.48333     3.45000E-01    -6.50307E-04
     0.48333     3.55000E-01    -6.40919E-04
     0.48333     3.65000E-01    -6.31463E-04
     0.48333     3.75000E-01    -6.21944E-04
     0.48333     3.85000E-01    -6.12371E-04
     0.48333     3.95000E-01    -6.02748E-04
     0.48333     4.05000E-01    -5.93083E-04
     0.48333     4.15000E-01    -5.83379E-04
     0.48333     4.25000E-01    -5.73643E-04
     0.48333     4.35000E-01    -5.63878E-04
     0.48333     4.45000E-01    -5.54089E-04
     0.48333     4.55000E-01    -5.44281E-04
     0.48333     4.65000E-01    -5.34457E-04
     0.48333     4.75000E-01    -5.24621E-04
     0.48333     4.85000E-01    -5.14776E-04
     0.48333     4.95000E-01    -5.04926E-04
     0.48333     5.05000E-01    -4.95074E-04
     0.48333     5.15000E-01    -4.85224E-04
     0.48333     5.25000E-01    -4.75379E-04
     0.48333     5.35000E-01    -4.65543E-04
     0.48333     5.45000E-01    -4.55719E-04
     0.48333     5.55000E-01    -4.45911E-04
     0.48333     5.65000E-01    -4.36122E-04
     0.48333     5.75000E-01    -4.26357E-04
     0.48333     5.85000E-01    -4.16621E-04
     0.48333     5.95000E-01    -4.06917E-04
     0.48333     6.05000E-01    -3.97252E-04
     0.48333     6.15000E-01    -3.87629E-04
     0.48333     6.25000E-01    -3.78056E-04
     0.48333     6.35000E-01    -3.68537E-04
     0.48333     6.45000E-01    -3.59081E-04
     0.48333     6.55000E-01    -3.49693E-04
     0.48333     6.65000E-01    -3.40382E-04
     0.48333     6.75000E-01    -3.31155E-04
     0.48333     6.85000E-01    -3.22021E-04
     0.48333     6.95000E-01    -3.12989E-04
     0.48333     7.05000E-01    -3.04070E-04
     0.48333     7.15000E-01    -2.95272E-04
     0.48333     7.25000E-01    -2.86607E-04
     0.48333     7.35000E-01    -2.78087E-04
     0.48333     7.45000E-01    -2.69722E-04
     0.48333     7.55000E-01    -2.61524E-04
     0.48333     7.65000E-01    -2.53507E-04
     0.48333     7.75000E-01    -2.45683E-04
     0.48333     7.85000E-01    -2.38066E-04
     0.48333     7.95000E-01    -2.30669E-04
     0.48333     8.05000E-01    -2.23505E-04
     0.48333     8.15000E-01    -2.16589E-04
     0.48333     8.25000E-01    -2.09934E-04
     0.48333     8.35000E-01    -2.03555E-04
     0.48333     8.45000E-01    -1.97465E-04
     0.48333     8.55000E-01    -1.91677E-04
     0.48333     8.65000E-01    -1.86206E-04
     0.48333     8.75000E-01    -1.81064E-04
     0.48333     8.85000E-01    -1.76263E-04
     0.48333     8.95000E-01    -1.71816E-04
     0.48333     9.05000E-01    -1.67734E-04
     0.48333     9.15000E-01    -1.64028E-04
     0.48333     9.25000E-01    -1.60708E-04
     0.48333     9.35000E-01    -1.57782E-04
     0.48333     9.45000E-01    -1.55258E-04
     0.48333     9.55000E-01    -1.53144E-04
     0.48333     9.65000E-01    -1.51446E-04
     0.48333     9.75000E-01    -1.50168E-04
     0.48333     9.85000E-01    -1.49314E-04
     0.48333     9.95000E-01    -1.48886E-04
     0.48333     1.00000E+00    -1.48886E-04
     0.50000     0.00000E+00    -8.48570E-04
     0.50000     5.00000E-03    -8.48570E-04
     0.50000     1.50000E-02    -8.48150E-04
     0.50000     2.50000E-02    -8.47310E-04
     0.50000     3.50000E-02    -8.46053E-04
     0.50000     4.50000E-02    -8.44383E-04
     0.50000     5.50000E-02    -8.42304E-04
     0.50000     6.50000E-02    -8.39821E-04
     0.50000     7.50000E-02    -8.36942E-04
     0.50000     8.50000E-02    -8.33674E-04
     0.50000     9.50000E-02    -8.30026E-04
     0.50000     1.05000E-01    -8.26006E-04
     0.50000     1.15000E-01    -8.21626E-04
     0.50000     1.25000E-01    -8.16896E-04
     0.50000     1.35000E-01    -8.11828E-04
     0.50000     1.45000E-01    -8.06433E-04
     0.50000     1.55000E-01    -8.00724E-04
     0.50000     1.65000E-01    -7.94714E-04
     0.50000     1.75000E-01    -7.88416E-04
     0.50000     1.85000E-01    -7.81843E-04
     0.50000     1.95000E-01    -7.75009E-04
     0.50000     2.05000E-01    -7.67927E-04
     0.50000     2.15000E-01    -7.60611E-04
     0.50000     2.25000E-01    -7.53073E-04
     0.50000     2.35000E-01    -7.45328E-04
     0.50000     2.45000E-01    -7.37387E-04
     0.50000     2.55000E-01    -7.29264E-04
     0.50000     2.65000E-01    -7.20971E-04
     0.50000     2.75000E-01    -7.12520E-04
     0.50000     2.85000E-01    -7.03922E-04
     0.50000     2.95000E-01    -6.95189E-04
     0.50000     3.05000E-01    -6.86330E-04
     0.50000     3.15000E-01    -6.77356E-04
     0.50000     3.25000E-01    -6.68277E-04
     0.50000     3.35000E-01    -6.59102E-04
     0.50000     3.45000E-01    -6.49839E-04
     0.50000     3.55000E-01    -6.40497E-04
     0.50000     3.65000E-01    -6.31084E-04
     0.50000     3.75000E-01    -6.21605E-04
     0.50000     3.85000E-01    -6.12069E-04
     0.50000     3.95000E-01    -6.02482E-04
     0.50000     4.05000E-01    -5.92849E-04
     0.50000     4.15000E-01    -5.83176E-04
     0.50000     4.25000E-01    -5.73468E-04
     0.50000     4.35000E-01    -5.63730E-04
     0.50000     4.45000E-01    -5.53967E-04
     0.50000     4.55000E-01    -5.44183E-04
     0.50000     4.65000E-01    -5.34382E-04
     0.50000     4.75000E-01    -5.24567E-04
     0.50000     4.85000E-01    -5.14744E-04
     0.50000     4.95000E-01    -5.04915E-04
     0.50000     5.05000E-01    -4.95085E-04
     0.50000     5.15000E-01    -4.85256E-04
     0.50000     5.25000E-01    -4.75433E-04
     0.50000     5.35000E-01    -4.65618E-04
     0.50000     5.45000E-01    -4.55817E-04
     0.50000     5.55000E-01    -4.46033E-04
     0.50000     5.65000E-01    -4.36270E-04
     0.50000     5.75000E-01    -4.26532E-04
     0.50000     5.85000E-01    -4.16824E-04
     0.50000     5.95000E-01    -4.07151E-04
     0.50000     6.05000E-01    -3.97518E-04
     0.50000     6.15000E-01    -3.87931E-04
     0.50000     6.25000E-01    -3.78395E-04
     0.50000     6.35000E-01    -3.68916E-04
     0.50000     6.45000E-01    -3.59503E-04
     0.50000     6.55000E-01    -3.50161E-04
     0.50000     6.65000E-01    -3.40898E-04
     0.50000     6.75000E-01    -3.31723E-04
     0.50000     6.85000E-01    -3.22644E-04
     0.50000     6.95000E-01    -3.13670E-04
     0.50000     7.05000E-01    -3.04811E-04
     0.50000     7.15000E-01    -2.96078E-04
     0.50000     7.25000E-01    -2.87480E-04
     0.50000     7.35000E-01    -2.79029E-04
     0.50000     7.45000E-01    -2.70736E-04
     0.50000     7.55000E-01    -2.62613E-04
     0.50000     7.65000E-01    -2.54672E-04
     0.50000     7.75000E-01    -2.46927E-04
     0.50000     7.85000E-01    -2.39389E-04
     0.50000     7.95000E-01    -2.32073E-04
     0.50000     8.05000E-01    -2.24991E-04
     0.50000     8.15000E-01    -2.18157E-04
     0.50000     8.25000E-01    -2.11584E-04
     0.50000     8.35000E-01    -2.05286E-04
     0.50000     8.45000E-01    -1.99276E-04
     0.50000     8.55000E-01    -1.93567E-04
     0.50000     8.65000E-01    -1.88172E-04
     0.50000     8.75000E-01    -1.83104E-04
     0.50000     8.85000E-01    -1.78374E-04
     0.50000     8.95000E-01    -1.73994E-04
     0.50000     9.05000E-01    -1.69974E-04
     0.50000     9.15000E-01    -1.66326E-04
     0.50000     9.25000E-01    -1.63058E-04
     0.50000     9.35000E-01    -1.60179E-04
     0.50000     9.45000E-01    -1.57696E-04
     0.50000     9.55000E-01    -1.55617E-04
     0.50000     9.65000E-01    -1.53947E-04
     0.50000     9.75000E-01    -1.52690E-04
     0.50000     9.85000E-01    -1.51850E-04
     0.50000     9.95000E-01    -1.51430E-04
     0.50000     1.00000E+00    -1.51430E-04
     0.51667     0.00000E+00    -8.46068E-04
     0.51667     5.00000E-03    -8.46068E-04
     0.51667     1.50000E-02    -8.45655E-04
     0.51667     2.50000E-02    -8.44828E-04
     0.51667     3.50000E-02    -8.43592E-04
     0.51667     4.50000E-02    -8.41949E-04
     0.51667     5.50000E-02    -8.39903E-04
     0.51667     6.50000E-02    -8.37459E-04
     0.51667     7.50000E-02    -8.34625E-04
     0.51667     8.50000E-02    -8.31407E-04
     0.51667     9.50000E-02    -8.27814E-04
     0.51667     1.05000E-01    -8.23854E-04
     0.51667     1.15000E-01    -8.19538E-04
     0.51667     1.25000E-01    -8.14875E-04
     0.51667     1.35000E-01    -8.09877E-04
     0.51667     1.45000E-01    -8.04556E-04
     0.51667     1.55000E-01    -7.98922E-04
     0.51667     1.65000E-01    -7.92989E-04
     0.51667     1.75000E-01    -7.86770E-04
     0.51667     1.85000E-01    -7.80276E-04
     0.51667     1.95000E-01    -7.73521E-04
     0.51667     2.05000E-01    -7.66519E-04
     0.51667     2.15000E-01    -7.59281E-04
     0.51667     2.25000E-01    -7.51821E-04
     0.51667     2.35000E-01    -7.44152E-04
     0.51667     2.45000E-01    -7.36287E-04
     0.51667     2.55000E-01    -7.28237E-04
     0.51667     2.65000E-01    -7.20015E-04
     0.51667     2.75000E-01    -7.11632E-04
     0.51667     2.85000E-01    -7.03100E-04
     0.51667     2.95000E-01    -6.94430E-04
     0.51667     3.05000E-01    -6.85631E-04
     0.51667     3.15000E-01    -6.76715E-04
     0.51667     3.25000E-01    -6.67691E-04
     0.51667     3.35000E-01    -6.58568E-04
     0.51667     3.45000E-01    -6.49354E-04
     0.51667     3.55000E-01    -6.40059E-04
     0.51667     3.65000E-01    -6.30688E-04
     0.51667     3.75000E-01    -6.21251E-04
     0.51667     3.85000E-01    -6.11753E-04
     0.51667     3.95000E-01    -6.02202E-04
     0.51667     4.05000E-01    -5.92602E-04
     0.51667     4.15000E-01    -5.82961E-04
     0.51667     4.25000E-01    -5.73283E-04
     0.51667     4.35000E-01    -5.63573E-04
     0.51667     4.45000E-01    -5.53837E-04
     0.51667     4.55000E-01    -5.44078E-04
     0.51667     4.65000E-01    -5.34301E-04
     0.51667     4.75000E-01    -5.24511E-04
     0.51667     4.85000E-01    -5.14710E-04
     0.51667     4.95000E-01    -5.04904E-04
     0.51667     5.05000E-01    -4.95096E-04
     0.51667     5.15000E-01    -4.85290E-04
     0.51667     5.25000E-01    -4.75489E-04
     0.51667     5.35000E-01    -4.65699E-04
     0.51667     5.45000E-01    -4.55922E-04
     0.51667     5.55000E-01    -4.46163E-04
     0.51667     5.65000E-01    -4.36427E-04
     0.51667     5.75000E-01    -4.26717E-04
     0.51667     5.85000E-01    -4.17039E-04
     0.51667     5.95000E-01    -4.07398E-04
     0.51667     6.05000E-01    -3.97798E-04
     0.51667     6.15000E-01    -3.88247E-04
     0.51667     6.25000E-01    -3.78749E-04
     0.51667     6.35000E-01    -3.69312E-04
     0.51667     6.45000E-01    -3.59941E-04
     0.51667     6.55000E-01    -3.50646E-04
     0.51667     6.65000E-01    -3.41432E-04
     0.51667     6.75000E-01    -3.32309E-04
     0.51667     6.85000E-01    -3.23285E-04
     0.51667     6.95000E-01    -3.14369E-04
     0.51667     7.05000E-01    -3.05570E-04
     0.51667     7.15000E-01    -2.96900E-04
     0.51667     7.25000E-01    -2.88368E-04
     0.51667     7.35000E-01    -2.79985E-04
     0.51667     7.45000E-01    -2.71763E-04
     0.51667     7.55000E-01    -2.63713E-04
     0.51667     7.65000E-01    -2.55848E-04
     0.51667     7.75000E-01    -2.48179E-04
     0.51667     7.85000E-01    -2.40719E-04
     0.51667     7.95000E-01    -2.33481E-04
     0.51667     8.05000E-01    -2.26479E-04
     0.51667     8.15000E-01    -2.19724E-04
     0.51667     8.25000E-01    -2.13230E-04
     0.51667     8.35000E-01    -2.07011E-04
     0.51667     8.45000E-01    -2.01078E-04
     0.51667     8.55000E-01    -1.95444E-04
     0.51667     8.65000E-01    -1.90123E-04
     0.51667     8.75000E-01    -1.85125E-04
     0.51667     8.85000E-01    -1.80462E-04
     0.51667     8.95000E-01    -1.76146E-04
     0.51667     9.05000E-01    -1.72186E-04
     0.51667     9.15000E-01    -1.68593E-04
     0.51667     9.25000E-01    -1.65375E-04
     0.51667     9.35000E-01    -1.62541E-04
     0.51667     9.45000E-01    -1.60097E-04
     0.51667     9.55000E-01    -1.58051E-04
     0.51667     9.65000E-01    -1.56408E-04
     0.51667     9.75000E-01    -1.55172E-04
     0.51667     9.85000E-01    -1.54345E-04
     0.51667     9.95000E-01    -1.53932E-04
     0.51667     1.00000E+00    -1.53932E-04
     0.53333     0.00000E+00    -8.43606E-04
     0.53333     5.00000E-03    -8.43606E-04
     0.53333     1.50000E-02    -8.43199E-04
     0.53333     2.50000E-02    -8.42386E-04
