State         Time     Position         c_LiPF6            Φ_2
  CDR        hours           um          mol/mL               V
  D        0.00306      0.37500    1.00000E-003    1.91635E-002
  D        0.00306      0.42500    1.00000E-003    1.76123E-002
  D        0.00306      0.47500    1.00000E-003    1.60610E-002
  D        0.00306      0.52500    1.00000E-003    1.45098E-002
  D        0.00306      0.57500    1.00000E-003    1.29585E-002
  D        0.00306      0.62500    1.00000E-003    1.14073E-002
  D        0.00306      0.67500    1.00000E-003    9.85604E-003
  D        0.00306      0.72500    1.00000E-003    8.30479E-003
  D        0.00306      0.77500    1.00000E-003    6.75354E-003
  D        0.00306      0.82500    1.00000E-003    5.20230E-003
  D        0.00306      0.87500    1.00000E-003    3.65105E-003
  D        0.00306      0.92500    9.99996E-004    2.09984E-003
  D        0.00306      0.97500    9.99457E-004    5.54131E-004
  D        0.00306      1.00000    9.77889E-004    0.00000E+000
  D        0.00333      0.00000    1.02247E-003    3.05648E-002
  D        0.00333      0.02500    1.00059E-003    3.00153E-002
  D        0.00333      0.07500    1.00000E-003    2.84705E-002
  D        0.00333      0.12500    1.00000E-003    2.69193E-002
  D        0.00333      0.17500    1.00000E-003    2.53680E-002
  D        0.00333      0.22500    1.00000E-003    2.38168E-002
  D        0.00333      0.27500    1.00000E-003    2.22655E-002
  D        0.00333      0.32500    1.00000E-003    2.07143E-002
  D        0.00333      0.37500    1.00000E-003    1.91630E-002
  D        0.00333      0.42500    1.00000E-003    1.76118E-002
  D        0.00333      0.47500    1.00000E-003    1.60605E-002
  D        0.00333      0.52500    1.00000E-003    1.45093E-002
  D        0.00333      0.57500    1.00000E-003    1.29580E-002
  D        0.00333      0.62500    1.00000E-003    1.14068E-002
  D        0.00333      0.67500    1.00000E-003    9.85555E-003
  D        0.00333      0.72500    1.00000E-003    8.30430E-003
  D        0.00333      0.77500    1.00000E-003    6.75305E-003
  D        0.00333      0.82500    1.00000E-003    5.20180E-003
  D        0.00333      0.87500    1.00000E-003    3.65055E-003
  D        0.00333      0.92500    9.99996E-004    2.09935E-003
  D        0.00333      0.97500    9.99407E-004    5.54141E-004
  D        0.00333      1.00000    9.77840E-004    0.00000E+000
  D        0.00361      0.00000    1.02252E-003    3.05638E-002
  D        0.00361      0.02500    1.00064E-003    3.00143E-002
  D        0.00361      0.07500    1.00001E-003    2.84700E-002
