State         Time     Position         ω_e        velocity            Φ_2          Peclet          flux_e          flux_0
  CDR        hours           um            -            cm/s            Φ_2               -       mol/cm2/s       mol/cm2/s
  R        0.02778      0.92500      0.40000     1.09992E-07     0.00000E+00     0.00000E+00     7.95332E-08     4.27292E-08
  R        0.02778      0.97500      0.39987     5.15100E-06     0.00000E+00     0.00000E+00     3.16760E-06     1.01920E-06
  R        0.02778      1.00000      0.37300     5.15100E-06     2.43363E+00     0.00000E+00     3.02919E-06     1.08841E-06
  R        0.02806      0.00000      0.40177     1.09782E-07     0.00000E+00     0.00000E+00     1.42869E-07     1.09563E-08
  R        0.02806      0.02500      0.40013     1.09991E-07     0.00000E+00     0.00000E+00     7.95716E-08     4.27100E-08
  R        0.02806      0.07500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70520E-08     4.39739E-08
  R        0.02806      0.12500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70007E-08     4.39996E-08
  R        0.02806      0.17500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02806      0.22500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02806      0.27500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02806      0.32500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02806      0.37500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02806      0.42500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02806      0.47500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02806      0.52500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02806      0.57500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02806      0.62500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02806      0.67500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02806      0.72500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02806      0.77500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02806      0.82500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70007E-08     4.39996E-08
  R        0.02806      0.87500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70515E-08     4.39742E-08
  R        0.02806      0.92500      0.40000     1.09991E-07     0.00000E+00     0.00000E+00     7.95575E-08     4.27170E-08
  R        0.02806      0.97500      0.39987     2.53966E-06     0.00000E+00     0.00000E+00     1.60080E-06     4.96930E-07
  R        0.02806      1.00000      0.38606     2.53966E-06     1.17301E+00     0.00000E+00     1.56573E-06     5.14462E-07
  R        0.02833      0.00000      0.40178     1.09782E-07     0.00000E+00     0.00000E+00     1.42869E-07     1.09563E-08
  R        0.02833      0.02500      0.40013     1.09991E-07     0.00000E+00     0.00000E+00     7.95960E-08     4.26977E-08
  R        0.02833      0.07500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70530E-08     4.39734E-08
  R        0.02833      0.12500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70007E-08     4.39996E-08
  R        0.02833      0.17500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02833      0.22500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02833      0.27500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02833      0.32500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02833      0.37500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02833      0.42500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02833      0.47500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02833      0.52500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02833      0.57500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02833      0.62500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02833      0.67500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02833      0.72500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02833      0.77500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02833      0.82500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70007E-08     4.39996E-08
  R        0.02833      0.87500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70525E-08     4.39737E-08
  R        0.02833      0.92500      0.40000     1.09991E-07     0.00000E+00     0.00000E+00     7.95818E-08     4.27048E-08
  R        0.02833      0.97500      0.39987     2.92433E-06     0.00000E+00     0.00000E+00     1.83160E-06     5.73867E-07
  R        0.02833      1.00000      0.38414     2.92433E-06     1.35871E+00     0.00000E+00     1.78560E-06     5.96868E-07
  R        0.02861      0.00000      0.40178     1.09782E-07     0.00000E+00     0.00000E+00     1.42869E-07     1.09563E-08
  R        0.02861      0.02500      0.40013     1.09991E-07     0.00000E+00     0.00000E+00     7.96204E-08     4.26854E-08
  R        0.02861      0.07500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70541E-08     4.39729E-08
  R        0.02861      0.12500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70008E-08     4.39996E-08
  R        0.02861      0.17500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02861      0.22500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02861      0.27500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02861      0.32500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02861      0.37500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02861      0.42500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02861      0.47500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02861      0.52500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02861      0.57500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02861      0.62500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02861      0.67500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02861      0.72500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02861      0.77500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02861      0.82500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70007E-08     4.39996E-08
  R        0.02861      0.87500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70535E-08     4.39732E-08
  R        0.02861      0.92500      0.40000     1.09991E-07     0.00000E+00     0.00000E+00     7.96061E-08     4.26926E-08
  R        0.02861      0.97500      0.39987     2.11893E-06     0.00000E+00     0.00000E+00     1.34836E-06     4.12786E-07
  R        0.02861      1.00000      0.38817     2.11893E-06     9.69911E-01     0.00000E+00     1.32357E-06     4.25184E-07
  R        0.02889      0.00000      0.40178     1.09782E-07     0.00000E+00     0.00000E+00     1.42869E-07     1.09563E-08
  R        0.02889      0.02500      0.40013     1.09991E-07     0.00000E+00     0.00000E+00     7.96449E-08     4.26732E-08
  R        0.02889      0.07500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70551E-08     4.39724E-08
  R        0.02889      0.12500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70008E-08     4.39996E-08
  R        0.02889      0.17500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02889      0.22500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02889      0.27500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02889      0.32500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02889      0.37500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02889      0.42500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02889      0.47500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02889      0.52500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02889      0.57500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02889      0.62500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02889      0.67500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02889      0.72500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02889      0.77500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02889      0.82500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70008E-08     4.39996E-08
  R        0.02889      0.87500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70545E-08     4.39727E-08
  R        0.02889      0.92500      0.40000     1.09991E-07     0.00000E+00     0.00000E+00     7.96304E-08     4.26804E-08
  R        0.02889      0.97500      0.39987     2.15991E-06     0.00000E+00     0.00000E+00     1.37295E-06     4.20982E-07
  R        0.02889      1.00000      0.38796     2.15991E-06     9.89693E-01     0.00000E+00     1.34723E-06     4.33841E-07
  R        0.02917      0.00000      0.40178     1.09782E-07     0.00000E+00     0.00000E+00     1.42869E-07     1.09563E-08
  R        0.02917      0.02500      0.40014     1.09991E-07     0.00000E+00     0.00000E+00     7.96692E-08     4.26610E-08
  R        0.02917      0.07500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70561E-08     4.39719E-08
  R        0.02917      0.12500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70008E-08     4.39996E-08
  R        0.02917      0.17500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02917      0.22500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02917      0.27500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02917      0.32500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02917      0.37500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02917      0.42500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02917      0.47500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02917      0.52500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02917      0.57500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02917      0.62500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02917      0.67500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02917      0.72500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02917      0.77500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02917      0.82500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70008E-08     4.39996E-08
  R        0.02917      0.87500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70555E-08     4.39722E-08
  R        0.02917      0.92500      0.40000     1.09991E-07     0.00000E+00     0.00000E+00     7.96546E-08     4.26683E-08
  R        0.02917      0.97500      0.39986     1.09098E-06     0.00000E+00     0.00000E+00     7.31589E-07     2.07195E-07
  R        0.02917      1.00000      0.39331     1.09098E-06     4.73670E-01     0.00000E+00     7.24433E-07     2.10773E-07
  R        0.02944      0.00000      0.40178     1.09782E-07     0.00000E+00     0.00000E+00     1.42869E-07     1.09563E-08
  R        0.02944      0.02500      0.40014     1.09991E-07     0.00000E+00     0.00000E+00     7.96936E-08     4.26487E-08
  R        0.02944      0.07500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70571E-08     4.39713E-08
  R        0.02944      0.12500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70008E-08     4.39996E-08
  R        0.02944      0.17500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02944      0.22500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02944      0.27500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02944      0.32500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02944      0.37500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02944      0.42500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02944      0.47500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02944      0.52500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02944      0.57500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02944      0.62500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02944      0.67500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02944      0.72500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02944      0.77500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02944      0.82500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70008E-08     4.39996E-08
  R        0.02944      0.87500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70565E-08     4.39716E-08
  R        0.02944      0.92500      0.40000     1.09991E-07     0.00000E+00     0.00000E+00     7.96789E-08     4.26561E-08
  R        0.02944      0.97500      0.39986     1.17350E-06     0.00000E+00     0.00000E+00     7.81101E-07     2.23701E-07
  R        0.02944      1.00000      0.39289     1.17350E-06     5.13508E-01     0.00000E+00     7.72920E-07     2.27791E-07
  R        0.02972      0.00000      0.40178     1.09782E-07     0.00000E+00     0.00000E+00     1.42869E-07     1.09563E-08
  R        0.02972      0.02500      0.40014     1.09991E-07     0.00000E+00     0.00000E+00     7.97180E-08     4.26365E-08
  R        0.02972      0.07500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70582E-08     4.39708E-08
  R        0.02972      0.12500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70008E-08     4.39996E-08
  R        0.02972      0.17500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02972      0.22500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02972      0.27500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02972      0.32500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02972      0.37500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02972      0.42500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02972      0.47500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02972      0.52500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02972      0.57500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02972      0.62500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02972      0.67500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02972      0.72500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02972      0.77500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.02972      0.82500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70008E-08     4.39996E-08
  R        0.02972      0.87500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70576E-08     4.39711E-08
  R        0.02972      0.92500      0.40000     1.09991E-07     0.00000E+00     0.00000E+00     7.97031E-08     4.26440E-08
  R        0.02972      0.97500      0.39986    -6.68275E-07     0.00000E+00     0.00000E+00    -3.23963E-07    -1.44656E-07
  R        0.02972      1.00000      0.40211    -6.68275E-07    -3.75603E-01     0.00000E+00    -3.25462E-07    -1.43907E-07
  R        0.03000      0.00000      0.40178     1.09782E-07     0.00000E+00     0.00000E+00     1.42869E-07     1.09563E-08
  R        0.03000      0.02500      0.40014     1.09991E-07     0.00000E+00     0.00000E+00     7.97423E-08     4.26243E-08
  R        0.03000      0.07500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70592E-08     4.39703E-08
  R        0.03000      0.12500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70009E-08     4.39996E-08
  R        0.03000      0.17500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03000      0.22500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03000      0.27500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03000      0.32500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03000      0.37500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03000      0.42500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03000      0.47500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03000      0.52500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03000      0.57500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03000      0.62500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03000      0.67500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03000      0.72500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03000      0.77500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03000      0.82500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70009E-08     4.39996E-08
  R        0.03000      0.87500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70586E-08     4.39706E-08
  R        0.03000      0.92500      0.40000     1.09991E-07     0.00000E+00     0.00000E+00     7.97273E-08     4.26318E-08
  R        0.03000      0.97500      0.39986    -6.22395E-07     0.00000E+00     0.00000E+00    -2.96437E-07    -1.35479E-07
  R        0.03000      1.00000      0.40187    -6.22395E-07    -3.53455E-01     0.00000E+00    -2.97691E-07    -1.34852E-07
  R        0.03028      0.00000      0.40178     1.09782E-07     0.00000E+00     0.00000E+00     1.42869E-07     1.09563E-08
  R        0.03028      0.02500      0.40014     1.09991E-07     0.00000E+00     0.00000E+00     7.97666E-08     4.26121E-08
  R        0.03028      0.07500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70603E-08     4.39697E-08
  R        0.03028      0.12500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70009E-08     4.39996E-08
  R        0.03028      0.17500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03028      0.22500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03028      0.27500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03028      0.32500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03028      0.37500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03028      0.42500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03028      0.47500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03028      0.52500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03028      0.57500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03028      0.62500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03028      0.67500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03028      0.72500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03028      0.77500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03028      0.82500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70009E-08     4.39996E-08
  R        0.03028      0.87500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70597E-08     4.39701E-08
  R        0.03028      0.92500      0.40000     1.09991E-07     0.00000E+00     0.00000E+00     7.97515E-08     4.26197E-08
  R        0.03028      0.97500      0.39986     4.81903E-06     0.00000E+00     0.00000E+00     2.96841E-06     9.52809E-07
  R        0.03028      1.00000      0.37465     4.81903E-06     2.27337E+00     0.00000E+00     2.84691E-06     1.01356E-06
  R        0.03056      0.00000      0.40179     1.09782E-07     0.00000E+00     0.00000E+00     1.42869E-07     1.09563E-08
  R        0.03056      0.02500      0.40014     1.09991E-07     0.00000E+00     0.00000E+00     7.97909E-08     4.25999E-08
  R        0.03056      0.07500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70614E-08     4.39692E-08
  R        0.03056      0.12500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70009E-08     4.39995E-08
  R        0.03056      0.17500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03056      0.22500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03056      0.27500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03056      0.32500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03056      0.37500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03056      0.42500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03056      0.47500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03056      0.52500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03056      0.57500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03056      0.62500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03056      0.67500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03056      0.72500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03056      0.77500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03056      0.82500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70009E-08     4.39995E-08
  R        0.03056      0.87500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70607E-08     4.39695E-08
  R        0.03056      0.92500      0.40000     1.09991E-07     0.00000E+00     0.00000E+00     7.97756E-08     4.26076E-08
  R        0.03056      0.97500      0.39986     6.44545E-06     0.00000E+00     0.00000E+00     3.94427E-06     1.27809E-06
  R        0.03056      1.00000      0.36651     6.44545E-06     3.05852E+00     0.00000E+00     3.72931E-06     1.38557E-06
  R        0.03083      0.00000      0.40179     1.09782E-07     0.00000E+00     0.00000E+00     1.42869E-07     1.09563E-08
  R        0.03083      0.02500      0.40014     1.09991E-07     0.00000E+00     0.00000E+00     7.98152E-08     4.25877E-08
  R        0.03083      0.07500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70625E-08     4.39687E-08
  R        0.03083      0.12500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70009E-08     4.39995E-08
  R        0.03083      0.17500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03083      0.22500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03083      0.27500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03083      0.32500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03083      0.37500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03083      0.42500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03083      0.47500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03083      0.52500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03083      0.57500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03083      0.62500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03083      0.67500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
  R        0.03083      0.72500      0.40000     1.10000E-07     0.00000E+00     0.00000E+00     7.70000E-08     4.40000E-08
