        Time     Position            Conc
       hours           um           mol/L
     1.60000      0.47500     5.27190E-01
     1.60000      0.52500     4.77190E-01
     1.60000      0.57500     4.27136E-01
     1.60000      0.62500     3.77029E-01
     1.60000      0.67500     3.26873E-01
     1.60000      0.72500     2.76670E-01
     1.60000      0.77500     2.26426E-01
     1.60000      0.82500     1.76148E-01
     1.60000      0.87500     1.25840E-01
     1.60000      0.92500     7.55127E-02
     1.60000      0.97500     2.51723E-02
     1.60000      1.00000     0.00000E+00
     1.70000      0.00000     1.00000E+00
     1.70000      0.02500     9.75121E-01
     1.70000      0.07500     9.25360E-01
     1.70000      0.12500     8.75590E-01
     1.70000      0.17500     8.25805E-01
     1.70000      0.22500     7.76001E-01
     1.70000      0.27500     7.26172E-01
     1.70000      0.32500     6.76314E-01
     1.70000      0.37500     6.26424E-01
     1.70000      0.42500     5.76498E-01
     1.70000      0.47500     5.26536E-01
     1.70000      0.52500     4.76536E-01
     1.70000      0.57500     4.26498E-01
     1.70000      0.62500     3.76424E-01
     1.70000      0.67500     3.26314E-01
     1.70000      0.72500     2.76172E-01
     1.70000      0.77500     2.26001E-01
     1.70000      0.82500     1.75805E-01
     1.70000      0.87500     1.25590E-01
     1.70000      0.92500     7.53597E-02
     1.70000      0.97500     2.51209E-02
     1.70000      1.00000     0.00000E+00
     1.80000      0.00000     1.00000E+00
     1.80000      0.02500     9.75085E-01
     1.80000      0.07500     9.25252E-01
     1.80000      0.12500     8.75414E-01
     1.80000      0.17500     8.25565E-01
     1.80000      0.22500     7.75702E-01
     1.80000      0.27500     7.25822E-01
     1.80000      0.32500     6.75922E-01
     1.80000      0.37500     6.25999E-01
     1.80000      0.42500     5.76051E-01
     1.80000      0.47500     5.26078E-01
     1.80000      0.52500     4.76078E-01
     1.80000      0.57500     4.26051E-01
     1.80000      0.62500     3.75999E-01
     1.80000      0.67500     3.25922E-01
     1.80000      0.72500     2.75822E-01
     1.80000      0.77500     2.25702E-01
     1.80000      0.82500     1.75565E-01
     1.80000      0.87500     1.25414E-01
     1.80000      0.92500     7.52524E-02
     1.80000      0.97500     2.50848E-02
     1.80000      1.00000     0.00000E+00
     1.90000      0.00000     1.00000E+00
     1.90000      0.02500     9.75060E-01
     1.90000      0.07500     9.25177E-01
     1.90000      0.12500     8.75290E-01
